"","label","x","y","plot_type","plot_num","species"
"834","toro",12609.7585093874,5835.19733611652,"path",8,"torotoro"
"835","toro",13009.2837972742,5835.19733611652,"path",8,"torotoro"
"836","toro",13421.4675714868,5835.19733611652,"path",8,"torotoro"
"837","toro",13846.7109011962,5835.19733611652,"path",8,"torotoro"
"838","toro",14285.4275629759,5835.19733611652,"path",8,"torotoro"
"839","toro",14738.044443421,5835.19733611652,"path",8,"torotoro"
"840","toro",15205.0019545235,5835.19733611652,"path",8,"torotoro"
"841","toro",15686.7544622087,5835.19733611652,"path",8,"torotoro"
"842","toro",16183.7707284488,9398.1608975281,"path",8,"torotoro"
"843","toro",16696.5343673849,9398.1608975281,"path",8,"torotoro"
"844","toro",17225.5443159003,9398.1608975281,"path",8,"torotoro"
"845","toro",17771.3153191035,9398.1608975281,"path",8,"torotoro"
"846","toro",18334.3784311931,9398.1608975281,"path",8,"torotoro"
"847","toro",18915.2815321919,9398.1608975281,"path",8,"torotoro"
"848","toro",19514.5898610536,9398.1608975281,"path",8,"torotoro"
"849","toro",20132.8865656596,9398.1608975281,"path",8,"torotoro"
"850","toro",20770.7732702425,9398.1608975281,"path",8,"torotoro"
"851","toro",21428.8706607872,9398.1608975281,"path",8,"torotoro"
"852","toro",22107.8190889802,9398.1608975281,"path",8,"torotoro"
"853","toro",22808.279195294,9398.1608975281,"path",8,"torotoro"
"854","toro",23530.9325518131,9398.1608975281,"path",8,"torotoro"
"855","toro",24276.4823254278,9398.1608975281,"path",8,"torotoro"
"856","toro",25045.6539620398,17962.9727905836,"path",8,"torotoro"
"857","toro",25839.1958924463,17962.9727905836,"path",8,"torotoro"
"858","toro",26657.8802605894,17962.9727905836,"path",8,"torotoro"
"859","toro",27502.5036748791,17962.9727905836,"path",8,"torotoro"
"860","toro",28373.8879833205,17962.9727905836,"path",8,"torotoro"
"861","toro",29272.8810732014,17962.9727905836,"path",8,"torotoro"
"862","toro",30200.3576961156,17962.9727905836,"path",8,"torotoro"
"863","toro",31157.2203191266,17962.9727905836,"path",8,"torotoro"
"864","toro",32144.4000028998,17962.9727905836,"path",8,"torotoro"
"865","toro",33162.857307657,17962.9727905836,"path",8,"torotoro"
"866","toro",34213.5832278346,17962.9727905836,"path",8,"torotoro"
"867","toro",35297.600156356,17962.9727905836,"path",8,"torotoro"
"868","toro",36415.9628794554,17962.9727905836,"path",8,"torotoro"
"869","toro",37569.7596030217,17962.9727905836,"path",8,"torotoro"
"870","toro",38760.1130114604,17962.9727905836,"path",8,"torotoro"
"871","toro",39988.1813601051,35463.2715360853,"path",8,"torotoro"
"872","toro",41255.15960224,35463.2715360853,"path",8,"torotoro"
"873","toro",42562.2805518311,35463.2715360853,"path",8,"torotoro"
"874","toro",43910.8160830971,35463.2715360853,"path",8,"torotoro"
"875","toro",45302.0783680875,35463.2715360853,"path",8,"torotoro"
"876","toro",46737.4211534716,35463.2715360853,"path",8,"torotoro"
"877","toro",48218.241077781,35463.2715360853,"path",8,"torotoro"
"878","toro",49745.979030388,35463.2715360853,"path",8,"torotoro"
"879","toro",51322.1215535406,35463.2715360853,"path",8,"torotoro"
"880","toro",52948.2022888203,35463.2715360853,"path",8,"torotoro"
"881","toro",54625.8034694286,35463.2715360853,"path",8,"torotoro"
"882","toro",56356.5574597551,35463.2715360853,"path",8,"torotoro"
"883","toro",58142.1483437249,35463.2715360853,"path",8,"torotoro"
"884","toro",59984.3135634709,35463.2715360853,"path",8,"torotoro"
"885","toro",61884.8456099254,35463.2715360853,"path",8,"torotoro"
"886","toro",63845.5937669765,35463.2715360853,"path",8,"torotoro"
"887","toro",65868.4659108856,35463.2715360853,"path",8,"torotoro"
"888","toro",67955.4303667174,113493.080388403,"path",8,"torotoro"
"889","toro",70108.5178235889,113493.080388403,"path",8,"torotoro"
"890","toro",72329.8233106004,113493.080388403,"path",8,"torotoro"
"891","toro",74621.5082353722,113493.080388403,"path",8,"torotoro"
"892","toro",76985.802487169,113493.080388403,"path",8,"torotoro"
"893","toro",79425.0066066604,113493.080388403,"path",8,"torotoro"
"894","toro",81941.4940244266,113493.080388403,"path",8,"torotoro"
"895","toro",84537.7133703894,113493.080388403,"path",8,"torotoro"
"896","toro",87216.1908564142,113493.080388403,"path",8,"torotoro"
"897","toro",89979.5327344023,113493.080388403,"path",8,"torotoro"
"898","toro",92830.4278322646,113493.080388403,"path",8,"torotoro"
"899","toro",95771.650170245,113493.080388403,"path",8,"torotoro"
"900","toro",98806.0616601387,113493.080388403,"path",8,"torotoro"
"901","toro",101936.614890032,113493.080388403,"path",8,"torotoro"
"902","toro",105166.355997273,113493.080388403,"path",8,"torotoro"
"903","toro",108498.427632471,113493.080388403,"path",8,"torotoro"
"904","toro",111936.072017403,113493.080388403,"path",8,"torotoro"
"905","toro",115482.634099808,113493.080388403,"path",8,"torotoro"
"906","toro",119141.564808141,113493.080388403,"path",8,"torotoro"
"907","toro",122916.424409443,113493.080388403,"path",8,"torotoro"
"908","toro",126810.885973608,113493.080388403,"path",8,"torotoro"
"909","toro",130828.738947405,1065881.66200281,"path",8,"torotoro"
"910","toro",0,17277.7005980622,"path",9,"torotoro"
"911","toro",6323.42287484614,17277.7005980622,"path",9,"torotoro"
"912","toro",6520.62227026571,17277.7005980622,"path",9,"torotoro"
"913","toro",6723.97143651723,17277.7005980622,"path",9,"torotoro"
"914","toro",6933.66215756234,17277.7005980622,"path",9,"torotoro"
"915","toro",7149.89219825025,17277.7005980622,"path",9,"torotoro"
"916","toro",7372.86549083498,17277.7005980622,"path",9,"torotoro"
"917","toro",7602.79232730925,17277.7005980622,"path",9,"torotoro"
"918","toro",7839.88955773643,17277.7005980622,"path",9,"torotoro"
"919","toro",8084.38079476752,17277.7005980622,"path",9,"torotoro"
"920","toro",8336.49662453614,17277.7005980622,"path",9,"torotoro"
"921","toro",8596.47482413042,17277.7005980622,"path",9,"torotoro"
"922","toro",8864.56058584682,4286.03409068591,"path",9,"torotoro"
"923","toro",9141.00674843746,4286.03409068591,"path",9,"torotoro"
"924","toro",9426.07403556902,4286.03409068591,"path",9,"torotoro"
"925","toro",9720.0313017181,4286.03409068591,"path",9,"torotoro"
"926","toro",10023.1557857349,4286.03409068591,"path",9,"torotoro"
"927","toro",10335.7333723148,4286.03409068591,"path",9,"torotoro"
"928","toro",10658.0588616231,4286.03409068591,"path",9,"torotoro"
"929","toro",10990.4362473296,4286.03409068591,"path",9,"torotoro"
"930","toro",11333.1790033126,4286.03409068591,"path",9,"torotoro"
"931","toro",11686.6103793044,4286.03409068591,"path",9,"torotoro"
"932","toro",12051.0637057568,5930.84946720733,"path",9,"torotoro"
"933","toro",12426.8827082138,5930.84946720733,"path",9,"torotoro"
"934","toro",12814.4218314879,5930.84946720733,"path",9,"torotoro"
"935","toro",13214.0465739471,5930.84946720733,"path",9,"torotoro"
"936","toro",13626.1338322252,5930.84946720733,"path",9,"torotoro"
"937","toro",14051.0722566835,5930.84946720733,"path",9,"torotoro"
"938","toro",14489.2626179571,5930.84946720733,"path",9,"torotoro"
"939","toro",14941.1181849321,5930.84946720733,"path",9,"torotoro"
"940","toro",15407.0651145106,5930.84946720733,"path",9,"torotoro"
"941","toro",15887.5428535303,5930.84946720733,"path",9,"torotoro"
"942","toro",16383.0045532185,5930.84946720733,"path",9,"torotoro"
"943","toro",16893.9174965711,10244.2576326831,"path",9,"torotoro"
"944","toro",17420.7635390593,10244.2576326831,"path",9,"torotoro"
"945","toro",17964.0395630803,10244.2576326831,"path",9,"torotoro"
"946","toro",18524.2579465802,10244.2576326831,"path",9,"torotoro"
"947","toro",19101.9470462911,10244.2576326831,"path",9,"torotoro"
"948","toro",19697.6516960386,10244.2576326831,"path",9,"torotoro"
"949","toro",20311.9337205882,10244.2576326831,"path",9,"torotoro"
"950","toro",20945.3724655179,10244.2576326831,"path",9,"torotoro"
