"","PC1","PC2","PC3","PC4","PC5","PC6","Family","english_name","three_species_model","scientific_name","subspecies","collection","include","number","date","sex","locality","elevation","region","bill_from_nostril","bill_width","bill_depth","tarsus","wing_chord","tail_length","comments"
"52",2.46906725849098,0.378652704309442,0.734535753133951,-0.0213766551893675,-0.174793201006709,-0.0289829315703254,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro meeki","meeki","AMNH","y","637479","6/22/07","m","Kumusi, NE Brit NG","",NA,31.86,10.27,10.72,12.42,72,56,""
"53",3.24182181128119,-0.750437821595347,-0.754029309636638,0.276017049676676,-0.157424036258425,-0.302390523100437,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro pseudestes","pseudestes","AMNH","y","426109","9/24/36","f","Lake Daniwubu, Upper Fly River","",NA,28.72,9.57,9.69,12.52,73,62,""
"54",3.7032626233348,-0.833646609421077,0.252084350857097,0.00267602527545885,0.842873363222415,-0.146487225914637,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro pseudestes","pseudestes","AMNH","y","426103","10/23/36","f","Fly River","",NA,30.8,8.92,9.48,13.02,71,57,""
"55",3.52771354802165,-0.700016126576262,-0.118252351263218,0.832407597919843,-0.710556551182987,0.177839026835853,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro pseudestes","pseudestes","AMNH","y","426102","10/22/36","f","Fly River","",NA,27.36,9.48,10.52,12.5,71,59,""
"56",2.89327871608014,0.25545661242267,-0.292733108237945,0.133241424148303,-0.0882600910648764,0.0811431468374705,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro pseudestes","pseudestes","AMNH","y","426091","4/21/36","f","Mabaduane","",NA,30.74,9.88,10.3,11.83,72,60,""
"57",2.81096448324904,0.391545678936031,-0.210968518341496,-0.244201816670562,0.102241491166894,0.160183427763398,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro pseudestes","pseudestes","AMNH","y","421889","1/30/34","m","Wuroi - Oriano River, Brit Papua","",NA,31.81,9.96,10.18,11.84,71,60,""
"58",3.65866736173323,0.40688455606134,-0.896135579074396,0.317778492401187,0.0795684437771753,0.20739090176645,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro pseudestes","pseudestes","AMNH","y","426104","8/21/36","m","Lake Daviumbu, Upper Fly River","",NA,29.83,9.39,9.91,11.03,71,61,""
"59",3.54906726465285,0.689653613162305,-0.555070543698881,0.0898726643845844,-0.125450341570765,-0.060415559806259,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro pseudestes","pseudestes","AMNH","y","426106","9/1/36","m","Lake Daviumbu","",NA,30.19,9.8,9.88,11.01,71,59,""
"60",2.26544198683755,0.0460299407527094,0.0460085328228933,-0.0572969785894031,-0.121129294762534,-0.0332612040763375,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro pseudestes","pseudestes","AMNH","y","426105","9/1/36","m","Lake Daviumbu","",NA,31.55,10.21,10.5,12.51,73,60,""
"61",2.85674445521286,0.210981944572981,0.234687965643231,-0.501398502584694,-0.227603032612174,0.508406639323296,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro pseudestes","pseudestes","AMNH","y","426093","8/11/36","m","30 mi above D'Albert's Gumetiam, Upper Fly River","",NA,31.69,10.11,10.44,12.25,68,59,""
"62",1.81220773927132,0.708626272902533,0.227173614446126,0.232569600363288,-0.101706207566017,0.542911872786259,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro pseudestes","pseudestes","AMNH","y","426089","5/31/36","m","5 mi below Palmer Junction","80",NA,32.71,10.27,11.38,11.97,73,60,""
"63",0.831401903113201,-1.53757782350148,0.0506864692810756,0.0992195697456536,0.0438131249816439,-0.0537314542766646,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","791070","3/9/59","m","Maratambu, Adelbert Mts., NG","825",NA,31.8,10.22,10.94,14.7,77,65,""
"64",1.98484796208904,-0.196285056581277,-0.658360787623747,0.0343218574301219,0.244846551216245,-0.0233265203388836,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","637469","9/26/10","m","Snow Mountain","610",NA,31.81,9.97,10.32,12.51,75,64,""
"65",1.17121626887035,-1.0812093142469,1.18286119317651,-1.11838655051936,-0.352367975373703,0.236603250109416,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","637467","7/17/10","m","Oetakwa River, Snow Mts.","",NA,33.28,10.87,10.85,14.88,70,60,""
"66",1.2519216669379,-0.954251293456348,0.575021864188073,-0.706493497091588,-0.140243875219884,-0.362140269428772,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","637468","10/29/10","m","Snow Mountains","915",NA,32.63,10.73,10.43,14.38,74,61,""
"67",0.0263679312834731,0.709508504127892,-1.25082119021682,-0.677223723307492,0.0369510372307213,0.00270510446480937,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","339953","7/18/38","m","Hollandia","",NA,35.02,11.28,10.85,12.15,78,70,""
"68",-0.963172433869874,0.585257362761774,0.598456453264904,0.338634980938565,-0.224462392203004,0.456936210553117,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","829117","8/1/66","f","Mt. Menauo","1070",NA,35.55,11.37,12.79,13.33,80,64,""
"69",1.33851681917359,1.95060805818322,0.8911669484301,0.357415345223002,0.352925165983982,-0.626884452742053,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","637440","n/a","f","Andai, Dutch NG","",NA,34.92,10.82,11.23,11.27,79,54,""
"70",0.87284003270408,-0.895748830901452,-0.480973401361157,-0.235913091696869,0.279999964892821,-0.397822845694933,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","301859","8/14/31","f","Muleren Menuu","",NA,32.73,10.42,10.39,13.85,78,66,""
"71",-0.0229586788829245,0.226778719770744,-0.126719524759965,-0.121013983468901,-0.305053365477127,-0.200709967879865,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","637447","apr, 1894","f","Marai, Jobi","",NA,33.89,11.29,11.43,13.13,79,65,""
"72",-1.06780064960312,0.933303442034312,-0.235178066228955,-0.42241511390245,0.00708900661538351,-0.100811259155976,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","637441","jan, 1899","f","Mt. Moari, Dutch NG Anfak Peninsula","",NA,36.61,11.76,11.8,12.8,81,67,""
