,sound.files,selec,start,end
271,Syma-torotoro-140696.wav,9,58.59848586,59.99619436
272,Syma-torotoro-140696.wav,10,63.28938223,64.89146575
273,Syma-torotoro-140696.wav,11,69.67538296,71.11115396
274,Syma-torotoro-140696.wav,12,75.87713367,77.20736299
275,Syma-torotoro-140696.wav,13,81.90836353,83.27219702
276,Syma-torotoro-140696.wav,14,85.05555139,85.66700979
277,Syma-torotoro-140696.wav,15,86.41515571,88.85180182
278,Syma-torotoro-140696.wav,16,90.07855196,90.59298952
279,Syma-torotoro-140696.wav,17,90.73723954,91.3069896
280,Syma-torotoro-140696.wav,18,91.62476047,93.45096901
281,Syma-torotoro-140696.wav,19,93.58023986,94.59259414
282,Syma-torotoro-140696.wav,20,98.39669874,99.87926141
283,Syma-torotoro-140696.wav,21,103.7163452,105.3839287
284,Syma-torotoro-140696.wav,22,111.0999294,112.5984712
285,Syma-torotoro-140696.wav,23,117.0212842,118.4565969
286,Syma-torotoro-140696.wav,24,121.8670139,123.2729516
287,Syma-torotoro-140696.wav,25,127.4081396,129.0352231
288,Syma-torotoro-140696.wav,26,132.876786,134.4699737
289,Syma-torotoro-140696.wav,27,139.2499742,140.9629119
290,Syma-torotoro-140696.wav,28,143.9647873,145.4691833
291,Syma-torotoro-140696.wav,29,148.9075379,150.502538
292,Syma-torotoro-140696.wav,30,154.679851,156.272997
293,Syma-torotoro-140696.wav,31,158.8798515,164.0911438
294,Syma-torotoro-140696.wav,32,177.3078328,182.1698542
295,Syma-torotoro-141085.wav,1,1.311709924,3.452920854
296,Syma-torotoro-141085.wav,2,8.791781494,15.15470588
297,Syma-torotoro-141086.wav,1,24.13022228,25.30551463
298,Syma-torotoro-141086.wav,2,25.3099938,25.99626503
299,Syma-torotoro-141086.wav,3,26.00080669,32.28374783
300,Syma-torotoro-141087.wav,1,1.311460209,13.36553995
301,Syma-torotoro-141088.wav,1,1.159021144,2.831729926
302,Syma-torotoro-141088.wav,2,5.904418251,7.462272835
303,Syma-torotoro-141088.wav,3,10.65458619,12.1599616
304,Syma-torotoro-141088.wav,4,15.46279581,16.93287954
305,Syma-torotoro-141088.wav,5,20.04044288,21.51790161
306,Syma-torotoro-141088.wav,6,24.64969411,26.27202788
307,Syma-torotoro-141088.wav,7,29.41575789,37.93630184
308,Syma-torotoro-141088.wav,8,37.93844768,39.24436469
309,Syma-torotoro-141088.wav,9,39.96340655,42.69932395
310,Syma-torotoro-141088.wav,10,42.70680312,52.33953487
311,Syma-torotoro-141088.wav,11,52.38513905,53.64738939
312,Syma-torotoro-141088.wav,12,53.64828522,54.68674384
313,Syma-torotoro-141088.wav,13,55.69113994,57.42686957
314,Syma-torotoro-141088.wav,14,60.84462049,62.33193339
315,Syma-torotoro-141088.wav,15,65.3614967,66.8585596
316,Syma-torotoro-141088.wav,16,69.86441458,71.40851916
317,Syma-torotoro-141088.wav,17,71.80664426,72.684832
318,Syma-torotoro-141088.wav,18,73.14570712,74.24281158
319,Syma-torotoro-156288.wav,1,0.673125592,2.178439416
320,Syma-torotoro-156288.wav,2,3.101752728,9.131820532
321,Syma-torotoro-156288.wav,3,10.03615466,11.4467809
322,Syma-torotoro-156288.wav,4,14.3966585,15.65438877
323,Syma-torotoro-156288.wav,5,16.81703563,18.26099523
324,Syma-torotoro-156288.wav,6,21.64662321,23.17312455
325,Syma-torotoro-163435.wav,1,2.488918224,4.349461056
326,Syma-torotoro-163435.wav,2,5.728545252,6.798337588
327,Syma-torotoro-163435.wav,3,11.43944466,13.34894586
328,Syma-torotoro-163435.wav,4,20.17207513,22.15676387
329,Syma-torotoro-163435.wav,5,26.20072473,32.16660347
330,Syma-torotoro-18704.wav,1,0.530658297,2.003109219
331,Syma-torotoro-18704.wav,2,4.025130028,13.34040309
332,Syma-torotoro-18704.wav,3,13.72972333,17.16868478
333,Syma-torotoro-23196.wav,1,1.140952698,2.909320536
334,Syma-torotoro-23196.wav,2,6.358028976,8.17281406
335,Syma-torotoro-23196.wav,3,12.15515077,13.97603563
336,Syma-torotoro-23196.wav,4,17.77506162,19.59773787
337,Syma-torotoro-23196.wav,5,23.79667327,25.48431546
338,Syma-torotoro-23196.wav,6,31.70161878,33.47379614
339,Syma-torotoro-23196.wav,7,38.53352544,40.23545335
340,Syma-torotoro-23196.wav,8,49.68078477,51.33073987
341,Syma-torotoro-23196.wav,9,58.66661493,60.23028883
342,Syma-torotoro-23196.wav,10,64.13389536,65.84666227
343,Syma-torotoro-23196.wav,11,70.90305823,72.55659611
344,Syma-torotoro-23196.wav,12,78.26491969,79.96292469
345,Syma-torotoro-23210.wav,1,1.479728435,3.272654264
346,Syma-torotoro-23210.wav,2,8.262066529,10.08054792
347,Syma-torotoro-23210.wav,3,19.41660578,21.17080143
348,Syma-torotoro-23210.wav,4,28.45461363,30.07416071
349,Syma-torotoro-23210.wav,5,33.87280156,35.64414008
350,Syma-torotoro-23210.wav,6,40.67872243,42.43523102
351,Syma-torotoro-23210.wav,7,47.99430335,49.8456419
352,Syma-torotoro-23210.wav,8,55.79274159,57.55505517
353,Syma-torotoro-24795.wav,1,0.876939384,2.180840514
354,Syma-torotoro-24795.wav,2,4.045898497,5.711092395
355,Syma-torotoro-24795.wav,3,5.737509647,6.571387777
356,Syma-torotoro-24795.wav,4,6.606875329,8.383021686
357,Syma-torotoro-24795.wav,5,8.390413981,10.40016594
358,Syma-torotoro-24795.wav,6,10.79322744,11.87483817
359,Syma-torotoro-24795.wav,7,13.07082539,19.83051262
360,Syma-torotoro-24795.wav,8,22.06040078,30.3366877
361,Syma-torotoro-24796.wav,1,6.264133345,6.822886747
362,Syma-torotoro-24796.wav,2,13.31164617,14.14098942
363,Syma-torotoro-24796.wav,3,14.2314657,15.28448264
364,Syma-torotoro-24796.wav,4,16.60693296,17.31462076
365,Syma-torotoro-24796.wav,5,17.60772763,18.57389641
367,Syma-torotoro-301448.wav,1,1.364830499,2.91276765
368,Syma-torotoro-301448.wav,2,8.009073621,9.635446179
369,Syma-torotoro-301448.wav,3,13.59581064,15.27558458
370,Syma-torotoro-301448.wav,4,18.96932761,24.03361542
371,Syma-torotoro-301448.wav,5,32.49756452,36.81042345
372,Syma-torotoro-301448.wav,6,49.59831992,54.02775487
373,Syma-torotoro-38640.wav,1,0.036303921,6.930851618
374,Syma-torotoro-38640.wav,2,8.118450152,10.80312624
375,Syma-torotoro-41017.wav,1,1.587098618,2.381316861
376,Syma-torotoro-41017.wav,2,5.364788339,7.065424452
377,Syma-torotoro-41017.wav,3,14.39951122,15.1706909
378,Syma-torotoro-41017.wav,4,16.89048803,18.57611279
379,Syma-torotoro-41017.wav,5,20.60430015,23.36135424
380,Syma-torotoro-41017.wav,6,24.58813514,30.51949984
381,Syma-torotoro-70362.wav,1,1.159184813,2.577462852
382,Syma-torotoro-70362.wav,2,9.135451159,10.35855894
383,Syma-torotoro-70362.wav,3,14.75010521,16.23169396
384,Syma-torotoro-70362.wav,4,20.80242408,22.30482919
