"","PC1","PC2","PC3","PC4","PC5","PC6","Family","english_name","three_species_model","scientific_name","subspecies","collection","include","number","date","sex","locality","elevation","region","bill_from_nostril","bill_width","bill_depth","tarsus","wing_chord","tail_length","comments"
"63",0.769549552231225,-1.51264259378744,-0.037809628339626,0.138167271830313,0.0467255037095401,-0.0482692001810439,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","791070","3/9/59","m","Maratambu, Adelbert Mts., NG","825",NA,31.8,10.22,10.94,14.7,77,65,""
"64",1.94040761496053,-0.194520682582607,-0.694048641538533,-0.00531669713079636,0.263432928693727,-0.020357579162312,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","637469","9/26/10","m","Snow Mountain","610",NA,31.81,9.97,10.32,12.51,75,64,""
"65",1.15958155187119,-1.09134636576259,1.20169319388192,-1.10170683908404,-0.403470324730007,0.218873484440063,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","637467","7/17/10","m","Oetakwa River, Snow Mts.","",NA,33.28,10.87,10.85,14.88,70,60,""
"66",1.20999203802113,-0.969431195167995,0.563239714648477,-0.684954693017923,-0.146472058096705,-0.411214855165842,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","637468","10/29/10","m","Snow Mountains","915",NA,32.63,10.73,10.43,14.38,74,61,""
"67",-0.0455480171191703,0.751386277014354,-1.2093446957062,-0.721874258384082,0.0254630974557692,-0.00851010719541895,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","339953","7/18/38","m","Hollandia","",NA,35.02,11.28,10.85,12.15,78,70,""
"68",-1.01025126849101,0.527851503652116,0.595570206096377,0.312210025885268,-0.214948891011855,0.428708491973813,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","829117","8/1/66","f","Mt. Menauo","1070",NA,35.55,11.37,12.79,13.33,80,64,""
"69",1.37727782168651,2.07781597592685,1.08463415575612,0.412515403369465,0.359506664949486,-0.656028822041279,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","637440","n/a","f","Andai, Dutch NG","",NA,34.92,10.82,11.23,11.27,79,54,""
"70",0.799548659233632,-0.896145074735049,-0.528536835255538,-0.255119750529753,0.297103437617267,-0.418971077380317,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","301859","8/14/31","f","Muleren Menuu","",NA,32.73,10.42,10.39,13.85,78,66,""
"71",-0.11690665033427,0.208932799573761,-0.113791011820089,-0.115250873267484,-0.296283394438761,-0.196609523517877,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","637447","apr, 1894","f","Marai, Jobi","",NA,33.89,11.29,11.43,13.13,79,65,""
"72",-1.11911923365484,0.890138845472304,-0.199806689749266,-0.410831673713617,-0.00193177682733244,-0.0890514042061028,"Alcedidae","Yellow-billed Kingfisher","torotoro","Syma torotoro torotoro","torotoro","AMNH","y","637441","jan, 1899","f","Mt. Moari, Dutch NG Anfak Peninsula","",NA,36.61,11.76,11.8,12.8,81,67,""
